"name","latitude","longitude","datetime","tempmax","tempmin","temp","feelslikemax","feelslikemin","feelslike","precip","preciptype","snow","snowdepth","cloudcover","conditions","description","city","country","id","location","temp_diff_max","temp_diff_min","temp_diff"
"Reykjavíkurborg, Ísland",64.146,-21.94,"2017-12-25",0,-6,-2.9,-2.9,-10.2,-6.1,0.071,"snow",2,1.3,65.1,"Snow, Partially cloudy","Partly cloudy throughout the day with morning snow.","Reykjavík","Iceland",47,"Reykjavík, Iceland",2.9,3.1,0.2
"Anchorage, AK, United States",61.218,-149.858,"2017-12-25",-3.3,-9.3,-6.6,-4.3,-11.3,-7.4,0,"",0,10,63.6,"Partially cloudy","Partly cloudy throughout the day.","Anchorage (AK)","USA",73,"Anchorage (AK), USA",3.3,2.7,0.599999999999999
"Helsinki, Etelä-Suomi, Suomi",60.171,24.933,"2017-12-25",3.3,-2.2,0.3,-0.2,-6.4,-3.5,0.552,"rain",0,0,65,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.","Helsinki","Finland",24,"Helsinki, Finland",3,2.5,0.5
"Oslo, Norge",59.912,10.75,"2017-12-25",1.1,-3.4,-0.3,-0.8,-6.7,-3.4,0.042,"rain,snow",0.7,6.2,92.4,"Snow, Rain, Overcast","Cloudy skies throughout the day with late afternoon rain or snow.","Oslo","Norway",30,"Oslo, Norway",1.4,3.1,1.7
"Tallinn, Eesti",59.436,24.753,"2017-12-25",3.1,-1.9,0.8,-1.2,-5.1,-3.1,5.56,"rain,snow",0,0,70,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain or snow throughout the day.","Tallinn","Estonia",40,"Tallinn, Estonia",2.3,2.7,0.4
"Stockholm, Stockholms län, Sverige",59.333,18.067,"2017-12-25",6.6,-2.1,1.6,3.7,-4.8,-0.4,2.847,"rain",0,0,61.8,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","Stockholm","Sweden",17,"Stockholm, Sweden",5,3.7,1.3
"Rīga, Latvija",56.946,24.115,"2017-12-25",7,-0.7,3.2,3.6,-3.2,1,2,"rain",0,0.7,81.7,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.","Riga","Latvia",32,"Riga, Latvia",3.8,3.9,0.100000000000001
"Москва, Центральный федеральный округ, Россия",55.757,37.615,"2017-12-25",-2.4,-6,-3.5,-6.7,-12.4,-9.6,0.2,"snow",1.6,10.2,86.3,"Snow, Partially cloudy","Partly cloudy throughout the day with early morning snow.","Moscow","Russia",3,"Moscow, Russia",1.1,2.5,1.4
"København, Hovedstaden, Danmark",55.676,12.568,"2017-12-25",8.9,7.1,7.8,5.5,2.8,3.9,1.368,"rain",0,0,99.6,"Rain, Overcast","Cloudy skies throughout the day with a chance of rain throughout the day.","Copenhagen","Denmark",22,"Copenhagen, Denmark",1.1,0.7,0.4
"Vilnius, Vilniaus Apskritis, Lietuva",54.691,25.27,"2017-12-25",6,1,2.9,1.9,-1.9,0,5,"rain,snow",0,0.4,94.7,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Vilnius","Lithuania",36,"Vilnius, Lithuania",3.1,1.9,1.2
"Мінск, Беларусь",53.904,27.566,"2017-12-25",3,1,1.6,2.3,-3.7,-1,4.4,"rain,snow",0,0.6,94.5,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Minsk","Belarus",12,"Minsk, Belarus",1.4,0.6,0.8
"Edmonton, AB, Canada",53.546,-113.49,"2017-12-25",-19.6,-26.8,-23.1,-19.6,-34.9,-28.9,0.236,"snow",0,1.7,26.3,"Snow, Partially cloudy","Clearing in the afternoon with snow clearing later.","Edmonton","Canada",53,"Edmonton, Canada",3.5,3.7,0.199999999999999
"Dublin, Ireland",53.348,-6.248,"2017-12-25",11.2,2,5.9,11.2,-4.2,2.6,13.034,"rain",0,0,59.4,"Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain throughout the day.","Dublin","Ireland",25,"Dublin, Ireland",5.3,3.9,1.4
"Berlin, Deutschland",52.516,13.377,"2017-12-25",10.2,5.6,8.6,10.2,2.5,6.3,0,"",0,0,96,"Overcast","Cloudy skies throughout the day.","Berlin","Germany",7,"Berlin, Germany",1.6,3,1.4
"Amsterdam, Noord-Holland, Nederland",52.37,4.908,"2017-12-25",9.6,5.1,8.2,6.3,-0.1,4.2,0.053,"rain",0,0,89.3,"Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.","Amsterdam","Netherlands",19,"Amsterdam, Netherlands",1.4,3.1,1.7
"Warszawa, Woj. Mazowieckie, Polska",52.236,21.01,"2017-12-25",9,6.9,8.3,6.3,3.9,5.2,2.097,"rain",0,0,87.6,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","Warsaw","Poland",15,"Warsaw, Poland",0.699999999999999,1.4,0.700000000000001
"London, England, United Kingdom",51.506,-0.127,"2017-12-25",11,8.6,10.2,11,4.6,9.2,0.401,"rain",0,0,92.1,"Rain, Overcast","Cloudy skies throughout the day with rain in the morning and afternoon.","London","United Kingdom",4,"London, United Kingdom",0.800000000000001,1.6,0.799999999999999
"Нұр-Сұлтан, Қазақстан",51.128,71.428,"2017-12-25",1.1,-10,-2.4,1,-15.5,-6.2,9,"rain,snow",0,0,87.9,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with rain or snow.","Astana","Kazakhstan",29,"Astana, Kazakhstan",3.5,7.6,4.1
"Calgary, AB, Canada",51.045,-114.063,"2017-12-25",-17.8,-27.5,-21.1,-22.3,-31.7,-27.1,0.33,"snow",0,0.7,74.6,"Snow, Partially cloudy","Partly cloudy throughout the day with snow.","Calgary","Canada",52,"Calgary, Canada",3.3,6.4,3.1
"Brussels, Belgium",50.844,4.356,"2017-12-25",8.1,4,6.4,5.3,-1.2,2.7,0.05,"rain",0,0,90.5,"Rain, Overcast","Cloudy skies throughout the day with a chance of rain throughout the day.","Brussels","Belgium",16,"Brussels, Belgium",1.7,2.4,0.700000000000001
"Київ, Україна",50.451,30.524,"2017-12-25",7,2.1,4.6,3.9,-1.1,1.7,5,"rain",0,4.6,87.8,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","Kyiv","Ukraine",9,"Kyiv, Ukraine",2.4,2.5,0.0999999999999992
"Praha, Hlavní město Praha, Česko",50.079,14.433,"2017-12-25",6.6,-0.9,3.9,2.7,-2.4,1.1,0,"",0,0,65,"Partially cloudy","Partly cloudy throughout the day.","Prague","Czechia",23,"Prague, Czechia",2.7,4.8,2.1
"Winnipeg, MB, Canada",49.9,-97.141,"2017-12-25",-25.8,-27.5,-26.7,-25.9,-36.6,-33.5,0.009,"snow",0,1.3,46,"Snow, Partially cloudy","Partly cloudy throughout the day with afternoon snow.","Winnipeg","Canada",55,"Winnipeg, Canada",0.899999999999999,0.800000000000001,0.0999999999999979
"Luxembourg, Luxembourg",49.61,6.13,"2017-12-25",5.3,1.3,3.1,2,-3.7,-0.8,0.085,"rain",0,0,93.5,"Rain, Overcast","Cloudy skies throughout the day with early morning rain.","Luxembourg","Luxembourg",48,"Luxembourg, Luxembourg",2.2,1.8,0.4
"Vancouver, BC, Canada",49.26,-123.113,"2017-12-25",1.3,-0.4,0.8,1.2,-2.3,0.3,0.079,"rain,snow",0,0,64.6,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with morning rain or snow.","Vancouver","Canada",56,"Vancouver, Canada",0.5,1.2,0.7
"Paris, Île-de-France, France",48.857,2.341,"2017-12-25",8.2,4.2,5.8,6.3,0.2,2.8,0.316,"rain",0,0,99.5,"Rain, Overcast","Cloudy skies throughout the day with rain clearing later.","Paris","France",5,"Paris, France",2.4,1.6,0.8
"Wien, Österreich",48.203,16.368,"2017-12-25",8.1,1.9,5.4,7,-1.4,3.6,0,"",0,0,19,"Clear","Clear conditions throughout the day.","Vienna","Austria",13,"Vienna, Austria",2.7,3.5,0.800000000000001
"Bratislava, Bratislavský kraj, Slovenská Republika",48.149,17.107,"2017-12-25",9.6,2.1,4.3,9.6,-0.9,2.7,0,"",0,0,35.7,"Partially cloudy","Partly cloudy throughout the day.","Bratislava","Slovakia",39,"Bratislava, Slovakia",5.3,2.2,3.1
"Ulaanbaatar, Mongolia",47.922,106.918,"2017-12-25",-17.4,-32,-25.1,-17.4,-37.4,-27.2,0,"",9,5.6,16.2,"Clear","Clear conditions throughout the day.","Ulaanbaatar","Mongolia",20,"Ulaanbaatar, Mongolia",7.7,6.9,0.800000000000004
"Seattle, WA, United States",47.604,-122.329,"2017-12-25",1.7,0.1,0.8,1.7,-1.7,0.5,2.014,"rain,snow",0.4,0.2,89.3,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with rain or snow clearing later.","Seattle (WA)","USA",63,"Seattle (WA), USA",0.9,0.7,0.2
"Budapest, Magyarország",47.5,19.055,"2017-12-25",9.6,0.6,5,8.5,-1.9,3,0,"",0,0,28.3,"Partially cloudy","Partly cloudy throughout the day.","Budapest","Hungary",8,"Budapest, Hungary",4.6,4.4,0.199999999999999
"Chișinău, Moldova",47.025,28.832,"2017-12-25",12,3.6,8.4,12,-0.1,6.6,0,"",0,0,64,"Partially cloudy","Becoming cloudy in the afternoon.","Chisinau","Moldova",37,"Chisinau, Moldova",3.6,4.8,1.2
"Bern, BE, Schweiz",46.948,7.44,"2017-12-25",0.4,-1.3,-0.5,0.4,-3.9,-2.3,0,"",0,0,63.9,"Partially cloudy","Partly cloudy throughout the day.","Bern","Switzerland",46,"Bern, Switzerland",0.9,0.8,0.1
"Ljubljana, Slovenija",46.051,14.503,"2017-12-25",9.3,-4.2,1.7,7.2,-6.1,0.6,0,"",0,0,12.2,"Clear","Clear conditions throughout the day.","Ljubljana","Slovenia",43,"Ljubljana, Slovenia",7.6,5.9,1.7
"Zagreb, Hrvatska",45.807,15.968,"2017-12-25",9.6,-1.3,3.2,9.3,-5,1.3,0,"",0,0,3.4,"Clear","Clear conditions throughout the day.","Zagreb","Croatia",35,"Zagreb, Croatia",6.4,4.5,1.9
"Montréal, QC, Canada",45.512,-73.555,"2017-12-25",-5.5,-10.5,-8,-8.2,-17.9,-12.1,8.521,"snow",0.2,1.2,78.7,"Snow, Partially cloudy","Partly cloudy throughout the day with a chance of snow throughout the day.","Montréal","Canada",51,"Montréal, Canada",2.5,2.5,0
"Portland, OR, United States",45.512,-122.676,"2017-12-25",0.3,-1.6,-0.6,-1.6,-7.2,-4.6,2.296,"rain,snow",0.3,0.3,91.7,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow clearing later.","Portland (OR)","USA",69,"Portland (OR), USA",0.9,1,0.1
"Ottawa, ON, Canada",45.422,-75.691,"2017-12-25",-6.2,-8.9,-7.4,-11.1,-17.7,-14.6,2.591,"snow",1.1,19.3,87.5,"Snow, Partially cloudy","Partly cloudy throughout the day with a chance of snow throughout the day.","Ottawa","Canada",54,"Ottawa, Canada",1.2,1.5,0.3
"Београд, Централна Србија, Србија",44.813,20.463,"2017-12-25",12.1,-0.3,6.3,12.1,-2.9,5.6,0,"",0,0,0,"Clear","Clear conditions throughout the day.","Belgrade","Serbia",21,"Belgrade, Serbia",5.8,6.6,0.8
"București, România",44.434,26.103,"2017-12-25",13,1.1,5.2,13,-1.2,4.1,0,"",0,0,1.4,"Clear","Clear conditions throughout the day.","Bucharest","Romania",14,"Bucharest, Romania",7.8,4.1,3.7
"Sarajevo, Federacija Bosne i Hercegovine, Bosna i Hercegovina",43.859,18.436,"2017-12-25",3.6,-2,-0.2,3.6,-3.5,-0.6,0,"",0,0.1,36.7,"Partially cloudy","Clearing in the afternoon.","Sarajevo","Bosnia and Herzegovina",42,"Sarajevo, Bosnia and Herzegovina",3.8,1.8,2
"Toronto, ON, Canada",43.649,-79.385,"2017-12-25",-2.6,-9.3,-5,-7.3,-19.5,-12.1,3.859,"snow",3.2,14.2,51.7,"Snow, Partially cloudy","Partly cloudy throughout the day with snow clearing later.","Toronto","Canada",50,"Toronto, Canada",2.4,4.3,1.9
"Bishkek, Kyrgyzstan",42.884,74.603,"2017-12-25",10.7,3,7.1,10.7,1,5.6,0,"",0,0,70.5,"Partially cloudy","Partly cloudy throughout the day.","Bishkek","Kyrgyzstan",27,"Bishkek, Kyrgyzstan",3.6,4.1,0.5
"София, България",42.697,23.324,"2017-12-25",13,-2,3.7,13,-4,2.6,0.02,"rain,snow",0,0,20.5,"Snow, Rain, Partially cloudy","Becoming cloudy in the afternoon with morning rain or snow.","Sofia","Bulgaria",18,"Sofia, Bulgaria",9.3,5.7,3.6
"Prishtinë, Kosovë",42.672,21.162,"2017-12-25",10.5,-3.4,1.7,10.5,-3.4,1.7,0,"",0,0,24.9,"Partially cloudy","Partly cloudy throughout the day.","Pristina","Kosovo",44,"Pristina, Kosovo",8.8,5.1,3.7
"Podgorica, Crna Gora",42.435,19.264,"2017-12-25",14.3,0,5.6,14.3,-3.1,5,0,"",0,0,0.1,"Clear","Clear conditions throughout the day.","Podgorica","Montenegro",45,"Podgorica, Montenegro",8.7,5.6,3.1
"Boston, MA, United States",42.359,-71.057,"2017-12-25",3.3,-5,0,-2.7,-13.9,-6.5,11.037,"rain,snow",0.2,0,57.6,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain or snow throughout the day.","Boston (MA)","USA",68,"Boston (MA), USA",3.3,5,1.7
"Detroit, MI, United States",42.332,-83.048,"2017-12-25",-5.7,-11.4,-7.9,-12.7,-19.4,-15.6,1.852,"snow",3.3,8.5,71.6,"Snow, Partially cloudy","Partly cloudy throughout the day with a chance of snow throughout the day.","Detroit (MI)","USA",71,"Detroit (MI), USA",2.2,3.5,1.3
"Скопје, Северна Македонија",41.995,21.43,"2017-12-25",11.1,-3,3.2,11.1,-3,2.8,0,"",0,0,23.6,"Partially cloudy","Partly cloudy throughout the day.","Skopje","Macedonia",38,"Skopje, Macedonia",7.9,6.2,1.7
"Chicago, IL, United States",41.884,-87.632,"2017-12-25",-5.8,-14.8,-10,-12.2,-24.1,-18.2,0.068,"snow",1.1,2.8,53.1,"Snow, Partially cloudy","Partly cloudy throughout the day with morning snow.","Chicago (IL)","USA",58,"Chicago (IL), USA",4.2,4.8,0.6
"თბილისი, Georgia",41.709,44.796,"2017-12-25",7.9,-2.7,2.2,4.3,-8,-2,0,"",,,21.5,"Partially cloudy","Partly cloudy throughout the day.","Tbilisi","Georgia",26,"Tbilisi, Georgia",5.7,4.9,0.8
"Toshkent, O'zbekiston",41.326,69.241,"2017-12-25",17,10.7,14,17,10.7,14,0,"",,,58.7,"Partially cloudy","Partly cloudy throughout the day.","Tashkent","Uzbekistan",11,"Tashkent, Uzbekistan",3,3.3,0.300000000000001
"Tiranë, Shqipëria",41.322,19.825,"2017-12-25",16,-1,6.2,16,-3.1,5.6,0,"",0,0,7.9,"Clear","Clear conditions throughout the day.","Tirana","Albania",41,"Tirana, Albania",9.8,7.2,2.6
"New York, NY, United States",40.715,-74.007,"2017-12-25",4.3,-1.2,2.2,1.4,-7.7,-2.7,3.146,"rain",0,0,54,"Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.","New York (NY)","USA",57,"New York (NY), USA",2.1,3.4,1.3
"Երևան, Հայաստան",40.179,44.513,"2017-12-25",10,0.5,5.5,10,0,3.9,0,"",,,14.6,"Clear","Clear conditions throughout the day.","Yerevan","Armenia",28,"Yerevan, Armenia",4.5,5,0.5
"Columbus, OH, United States",39.962,-83.003,"2017-12-25",-4.1,-7.3,-5.9,-11.9,-15.4,-13.6,0,"",0.2,1.3,56.7,"Partially cloudy","Partly cloudy throughout the day.","Columbus (OH)","USA",60,"Columbus (OH), USA",1.8,1.4,0.400000000000001
"Philadelphia, PA, United States",39.952,-75.162,"2017-12-25",4,-1.8,1.4,1.9,-7.5,-4,1.368,"rain",0,0,64.7,"Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.","Philadelphia (PA)","USA",59,"Philadelphia (PA), USA",2.6,3.2,0.6
"Ankara, Türkiye",39.921,32.854,"2017-12-25",3.9,-4.3,-0.9,3.9,-4.3,-0.9,0.386,"snow",0,0,0.3,"Snow","Clear conditions throughout the day with morning snow.","Ankara","Turkey",6,"Ankara, Turkey",4.8,3.4,1.4
"中国北京",39.907,116.388,"2017-12-25",5,-8,-1.6,3.4,-9.5,-4,0,"",,,15.6,"Clear","Clear conditions throughout the day.","Beijing","China",2,"Beijing, China",6.6,6.4,0.199999999999999
"Indianapolis, IN, United States",39.767,-86.15,"2017-12-25",-5.7,-8.9,-6.9,-12.9,-16.1,-14.2,0,"",0.6,1.5,48.9,"Partially cloudy","Partly cloudy throughout the day.","Indianapolis (IN)","USA",62,"Indianapolis (IN), USA",1.2,2,0.8
"Denver, CO, United States",39.74,-104.992,"2017-12-25",-6,-14.5,-9.9,-6.2,-18.3,-13.6,0,"",0,0.8,45.4,"Partially cloudy","Partly cloudy throughout the day.","Denver (CO)","USA",64,"Denver (CO), USA",3.9,4.6,0.699999999999999
"Pyongyang, North Korea",39.012,125.787,"2017-12-25",-0.4,-9.6,-4.8,-3.7,-15.9,-9.5,0.057,"snow",0,0,15.5,"Snow","Clear conditions throughout the day with morning snow.","Pyongyang","North Korea",10,"Pyongyang, North Korea",4.4,4.8,0.4
"Washington, DC, United States",38.89,-77.032,"2017-12-25",4.9,-0.7,2.1,2.5,-5.4,-2.5,0,"",0,0,55.4,"Partially cloudy","Partly cloudy throughout the day.","Washington (DC)","USA",67,"Washington (DC), USA",2.8,2.8,4.44089209850063e-16
"Dushanbe, Tajikistan",38.568,68.772,"2017-12-25",17,9.8,13,17,7.8,12.7,0.008,"rain",0,0,50.6,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","Dushanbe","Tajikistan",33,"Dushanbe, Tajikistan",4,3.2,0.800000000000001
"Louisville, KY, United States",38.255,-85.767,"2017-12-25",-0.7,-5.3,-3,-5.5,-12.9,-8.6,0,"",0,0,63.7,"Partially cloudy","Partly cloudy throughout the day.","Louisville (KY)","USA",72,"Louisville (KY), USA",2.3,2.3,0
"Ashgabat, Turkmenistan",37.951,58.39,"2017-12-25",13,6,9.4,13,5.7,8.7,0.5,"rain",0,0,79,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.","Ashgabat","Turkmenistan",34,"Ashgabat, Turkmenistan",3.6,3.4,0.199999999999999
"South Korea South Korea Seoul",37.559,127,"2017-12-25",0.5,-4.4,-1.8,-1.5,-9.2,-5.4,12.889,"rain,snow",,,18.7,"Snow, Rain","Clear conditions throughout the day with late afternoon rain or snow.","Seoul","South Korea",1,"Seoul, South Korea",2.3,2.6,0.300000000000001
"Nashville, TN, United States",36.168,-86.778,"2017-12-25",0,-4.2,-1.8,0,-8.9,-4.5,0.144,"rain,snow",0,0,57.5,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain or snow throughout the day.","Nashville (TN)","USA",66,"Nashville (TN), USA",1.8,2.4,0.6
"Oklahoma City, OK, United States",35.472,-97.521,"2017-12-25",3.4,-4.3,-0.9,-1.5,-8.4,-4.7,0,"",0,0,42.6,"Partially cloudy","Partly cloudy throughout the day.","Oklahoma City (OK)","USA",65,"Oklahoma City (OK), USA",4.3,3.4,0.9
"Charlotte, NC, United States",35.223,-80.838,"2017-12-25",9.3,0.2,3.7,6.3,-2.5,0.7,0,"",0,0,48.3,"Partially cloudy","Partly cloudy throughout the day.","Charlotte (NC)","USA",61,"Charlotte (NC), USA",5.6,3.5,2.1
"Memphis, TN, United States",35.15,-90.049,"2017-12-25",1.4,-2.2,-0.3,1.2,-7.2,-3.6,0,"",0,0,65.5,"Partially cloudy","Partly cloudy throughout the day.","Memphis (TN)","USA",70,"Memphis (TN), USA",1.7,1.9,0.2
"Kathmandu, Bagmati, Nepal",27.693,85.322,"2017-12-25",19,5,11.2,19,5,11.1,0,"",,,29.2,"Partially cloudy","Partly cloudy throughout the day.","Kathmandu","Nepal",31,"Kathmandu, Nepal",7.8,6.2,1.6
"Thimphu, Bhutan",27.468,89.662,"2017-12-25",16.5,-14.8,4.1,16.5,-17.8,2.6,0,"",,,6.1,"Clear","Clear conditions throughout the day.","Thimphu","Bhutan",49,"Thimphu, Bhutan",12.4,18.9,6.5
"Reykjavíkurborg, Ísland",64.146,-21.94,"2018-12-25",8.9,2.9,5.7,4.5,-1.6,1.4,2.496,"rain",0,0,91.8,"Rain, Overcast","Cloudy skies throughout the day with rain.","Reykjavík","Iceland",47,"Reykjavík, Iceland",3.2,2.8,0.4
"Anchorage, AK, United States",61.218,-149.858,"2018-12-25",-6.7,-16.1,-11.2,-9.3,-22.3,-14.3,0,"",0,25.4,63.9,"Partially cloudy","Partly cloudy throughout the day.","Anchorage (AK)","USA",73,"Anchorage (AK), USA",4.5,4.9,0.400000000000003
"Helsinki, Etelä-Suomi, Suomi",60.171,24.933,"2018-12-25",3.1,-5,0.3,-1.2,-9.3,-4.5,0.874,"rain,snow",0,4.6,91.9,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Helsinki","Finland",24,"Helsinki, Finland",2.8,5.3,2.5
"Oslo, Norge",59.912,10.75,"2018-12-25",1.9,-3.8,-1.4,-1.9,-7.8,-4.9,0.788,"rain,snow",0,11.6,68.2,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with rain or snow.","Oslo","Norway",30,"Oslo, Norway",3.3,2.4,0.9
"Tallinn, Eesti",59.436,24.753,"2018-12-25",3.1,-5.9,-1.5,-1.7,-12,-6.8,2.083,"rain,snow",0,5.2,97,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Tallinn","Estonia",40,"Tallinn, Estonia",4.6,4.4,0.199999999999999
"Stockholm, Stockholms län, Sverige",59.333,18.067,"2018-12-25",3.7,-3.1,1.2,1.4,-7.5,-2,1.107,"rain,snow",0.4,3.7,65.3,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with rain or snow.","Stockholm","Sweden",17,"Stockholm, Sweden",2.5,4.3,1.8
"Rīga, Latvija",56.946,24.115,"2018-12-25",1,-4.9,-1.7,-2,-8.4,-5.2,0,"",0,0,98.7,"Overcast","Cloudy skies throughout the day.","Riga","Latvia",32,"Riga, Latvia",2.7,3.2,0.5
"Москва, Центральный федеральный округ, Россия",55.757,37.615,"2018-12-25",-8.4,-10,-9.2,-8.7,-15.4,-12.6,1.4,"snow",1.8,28.3,75.2,"Snow, Partially cloudy","Partly cloudy throughout the day with snow clearing later.","Moscow","Russia",3,"Moscow, Russia",0.799999999999999,0.800000000000001,1.77635683940025e-15
"København, Hovedstaden, Danmark",55.676,12.568,"2018-12-25",7,2.4,5.5,3.1,-1.7,1.2,0.397,"rain",0,0,82,"Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.","Copenhagen","Denmark",22,"Copenhagen, Denmark",1.5,3.1,1.6
"Vilnius, Vilniaus Apskritis, Lietuva",54.691,25.27,"2018-12-25",-3,-6,-4.7,-5,-12.1,-9.1,0,"",0,14.6,99.5,"Overcast","Cloudy skies throughout the day.","Vilnius","Lithuania",36,"Vilnius, Lithuania",1.7,1.3,0.4
"Мінск, Беларусь",53.904,27.566,"2018-12-25",-4,-6,-5,-4.1,-13.6,-9.1,0,"",15.5,9.6,97.3,"Overcast","Cloudy skies throughout the day.","Minsk","Belarus",12,"Minsk, Belarus",1,1,0
"Edmonton, AB, Canada",53.546,-113.49,"2018-12-25",-5.4,-9.8,-7.8,-5.4,-14.6,-10.9,1.259,"snow",0.3,7.3,78.4,"Snow, Partially cloudy","Partly cloudy throughout the day with a chance of snow throughout the day.","Edmonton","Canada",53,"Edmonton, Canada",2.4,2,0.399999999999999
"Dublin, Ireland",53.348,-6.248,"2018-12-25",11.2,5.2,8.5,11.2,2.5,7.7,0,"",0,0,80.7,"Partially cloudy","Partly cloudy throughout the day.","Dublin","Ireland",25,"Dublin, Ireland",2.7,3.3,0.6
"Berlin, Deutschland",52.516,13.377,"2018-12-25",5.7,2.8,4.7,2,-1.5,0.5,0.438,"rain",0,0,94.9,"Rain, Overcast","Cloudy skies throughout the day with rain clearing later.","Berlin","Germany",7,"Berlin, Germany",1,1.9,0.9
"Amsterdam, Noord-Holland, Nederland",52.37,4.908,"2018-12-25",8,4,6.1,5.1,1,3,0,"",0,0,80.8,"Partially cloudy","Partly cloudy throughout the day.","Amsterdam","Netherlands",19,"Amsterdam, Netherlands",1.9,2.1,0.199999999999999
"Warszawa, Woj. Mazowieckie, Polska",52.236,21.01,"2018-12-25",3.1,-2.6,0.5,-0.4,-7.7,-3.5,0.483,"rain,snow",0,0,85.8,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with rain or snow.","Warsaw","Poland",15,"Warsaw, Poland",2.6,3.1,0.5
"London, England, United Kingdom",51.506,-0.127,"2018-12-25",8.6,1.6,5.7,8.1,0.6,5.1,0.199,"rain",0,0,89.6,"Rain, Partially cloudy","Partly cloudy throughout the day with afternoon rain.","London","United Kingdom",4,"London, United Kingdom",2.9,4.1,1.2
"Нұр-Сұлтан, Қазақстан",51.128,71.428,"2018-12-25",-27.8,-35,-31.9,-37.7,-48.6,-43.9,0,"",19.9,12.1,16.3,"Clear","Clear conditions throughout the day.","Astana","Kazakhstan",29,"Astana, Kazakhstan",4.1,3.1,0.999999999999996
"Calgary, AB, Canada",51.045,-114.063,"2018-12-25",-2.2,-9.5,-5.5,-3.9,-13.4,-8.8,0.644,"snow",0,0.2,46.1,"Snow, Partially cloudy","Partly cloudy throughout the day with late afternoon snow.","Calgary","Canada",52,"Calgary, Canada",3.3,4,0.7
"Brussels, Belgium",50.844,4.356,"2018-12-25",5.5,-1.3,1.1,4.6,-4,-0.7,0.143,"rain,snow",0,0,48.4,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with rain or snow.","Brussels","Belgium",16,"Brussels, Belgium",4.4,2.4,2
